City_ID,City,Country,Max Temp,Lat,Lng,Hotel Name
587,Gashua,NG,85.44,12.87,11.05,Forte Oil - Old Lorry Park
588,Manggar,ID,78.64,-2.88,108.27,Guest Hotel
589,Venado Tuerto,AR,73.0,-33.75,-61.97,La Bianca.
590,La Peca,PE,84.74,-5.61,-78.44,Iks Fuente De Soda Restaurant
593,Sharjah,AE,80.6,25.36,55.4,Swiss Belhotel Sharjah
595,Jiazi,CN,67.96,22.88,116.07,Hotel Jin Hao
596,Escuintla,GT,89.6,14.3,-90.78,HOTEL SARITA
597,Porbandar,IN,80.22,21.64,69.61,Lords Inn Porbandar
600,Balaipungut,ID,74.68,1.05,101.28,Swee Ann Homestay
601,Camacupa,AO,65.7,-12.02,17.48,
602,Pasighat,IN,71.17,28.07,95.33,Siang Guest House
604,Wilmington,US,72.0,34.23,-77.94,"Hotel Ballast Wilmington, Tapestry Collection by Hilton"
605,Ponta Delgada,PT,69.8,37.73,-25.67,Vila Nova Hotel
606,Bouca,CF,72.3,6.51,18.27,
607,Tuy Hoa,VN,76.44,13.08,109.3,CenDeluxe Hotel Tuy Hoa
608,Riverton,US,64.0,40.52,-111.94,Ramada by Wyndham Draper
609,Biltine,TD,85.6,14.53,20.92,Hôtel Trois Étoiles de Biltine
610,Lucapa,AO,66.87,-8.42,20.74,Residência Ulisses Dos Santos
611,Papara,BR,86.0,-3.98,-38.73,Bela vista Maranguape
612,Paita,PE,75.2,-5.09,-81.11,Hotel Náutico de Paita
613,Antofagasta,CL,62.6,-23.65,-70.4,Holiday Inn Express Antofagasta
614,Nizwa,OM,64.58,22.93,57.53,Orient Apartments
615,Banjar,ID,78.28,-8.19,114.97,The Hamsa Resort
617,Gao,ML,84.38,16.64,1.64,
619,Reporoa,NZ,63.0,-38.43,176.35,Reporoa
621,Hambantota,LK,79.09,6.12,81.12,Bungalow 63
623,Yeppoon,AU,69.8,-23.13,150.73,Villa Mar Colina
626,Show Low,US,64.4,34.25,-110.03,Hampton Inn & Suites Show Low-Pinetop
627,Faya,SA,62.6,18.39,42.45,مقبرة ال مجمل
628,Krabi,TH,77.0,8.07,98.91,Tharapark View Hotel
629,Bahia Blanca,AR,75.85,-38.72,-62.27,Hotel Argos
632,Tuatapere,NZ,55.0,-46.13,167.68,Ron and Tony's Bed & Breakfast
633,Asti,IT,57.0,44.9,8.21,Palio
634,Yatou,CN,52.3,37.15,122.38,GreenTree Hotel Rongcheng Bus Station
635,Santo Antonio Do Monte,BR,79.07,-20.09,-45.29,Hotel Planalto
636,Loandjili,CG,75.2,-4.76,11.86,Résidence ARCHANGE
638,Ruidoso,US,63.0,33.33,-105.67,Inn of the Mountain Gods
640,Mbuji-Mayi,CD,71.19,-6.15,23.6,HOTEL METROPOLE DU KASAI
642,Sinnamary,GF,84.65,5.38,-52.95,ALETHEIA Appartement Sinnamary
644,Sholapur,IN,75.29,17.68,75.92,SPOT ON 43891 Vinayak Lodge SPOT
645,Sterling,US,54.0,39.01,-77.43,Hampton Inn & Suites Washington-Dulles International Airport
646,Brazzaville,CG,78.8,-4.27,15.28,Hotel Murex
648,Najran,SA,68.0,17.49,44.13,محمد هادي ال فطيح
649,Almunecar,ES,62.01,36.73,-3.69,Almuñécar Playa Spa Hotel
650,Havelock,US,66.99,34.88,-76.9,Sherwood Motel
651,Treinta Y Tres,UY,61.88,-33.23,-54.38,Jardines Apart-Hotel
653,San Rafael Del Sur,NI,89.6,11.85,-86.44,Hospedaje El Chino
654,Ngunguru,NZ,64.99,-35.62,174.5,Pacific Rendezvous Motel Resort
655,Tessalit,ML,80.6,20.2,1.01,
656,Ascension,US,64.99,30.22,-90.9,Highland Inn
657,Kaili,ID,68.56,-3.46,120.21,
658,Avera,US,71.6,33.19,-82.53,
659,Kingston,JM,86.0,18.0,-76.79,The Jamaica Pegasus Hotel
660,Astoria,US,57.99,46.19,-123.83,Best Western Astoria Bayfront Hotel
661,Sedlcany,CZ,54.0,49.66,14.43,Junácká základna Červený Hrádek
662,Cabo San Lucas,MX,87.8,22.89,-109.91,Hotel Tesoro Los Cabos
663,Kendari,ID,75.76,-3.94,122.5,Hotel Wixel
664,Mwinilunga,ZM,69.58,-11.74,24.43,Kwakuwahi Lodge
665,Ambilobe,MG,72.37,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
666,Bowen,AU,66.2,-20.02,148.23,Castle Motor Lodge Motel
668,Port Hardy,CA,50.0,50.7,-127.42,Airport Inn
669,Soyo,AO,77.63,-6.13,12.37,Hotel Mpampa
676,Visnes,NO,51.8,59.36,5.22,Park Inn Haugesund Airport
677,Bauchi,NG,78.67,10.5,10.0,
678,Port Moresby,PG,75.2,-9.44,147.18,Lamana Hotel
681,Pangkalanbuun,ID,75.43,-2.68,111.62,Grand Kecubung Hotel
682,Carutapera,BR,83.05,-1.2,-46.02,Lidera
683,Rosarito,MX,80.6,32.33,-117.03,Hotel Festival Plaza Rosarito
684,Vila Franca Do Campo,PT,69.8,37.72,-25.43,Pestana Bahia Praia
685,Doha,QA,80.6,25.29,51.53,Doha Marriott Hotel
687,Roald,NO,50.0,62.58,6.13,Flem Cabins
689,Burnie,AU,53.01,-41.07,145.92,Beachfront Voyager Motor Inn
